# An isolated stratocumulus water cloud out of the entire cloud field of rico.20.smagorinsky/MISR01/An
122,106,39      # nx,ny,nz
88,67,13,0.37889,17.261
88,67,14,0.30477,17.425
88,67,15,0.19947,17.593
88,67,16,0.43676,17.794
88,67,17,0.18423,17.990
88,67,18,0.00766,18.176
88,68,6,0.07525,14.607
88,68,10,0.00107,16.321
88,68,11,0.08113,16.756
88,68,12,0.30306,17.022
88,68,13,0.44598,17.261
88,68,14,0.33409,17.425
88,68,15,0.29645,17.593
88,68,16,0.42957,17.794
88,68,17,0.17773,17.990
88,69,5,0.00137,14.001
88,69,6,0.09495,14.607
88,69,11,0.04836,16.756
88,69,12,0.30714,17.022
88,69,13,0.50959,17.261
88,69,14,0.29064,17.425
88,69,15,0.35104,17.593
88,69,16,0.48485,17.794
88,69,17,0.37271,17.990
88,70,5,0.00416,14.001
88,70,6,0.11196,14.607
88,70,10,0.00474,16.321
88,70,11,0.03837,16.756
88,70,12,0.27502,17.022
88,70,13,0.29525,17.261
88,70,14,0.10615,17.425
88,70,15,0.26346,17.593
88,70,16,0.50447,17.794
88,70,17,0.50476,17.990
88,71,5,0.01954,14.001
88,71,6,0.11778,14.607
88,71,7,0.06506,15.106
88,71,12,0.04774,17.022
88,71,13,0.00260,17.261
88,71,14,0.02713,17.425
88,71,15,0.21105,17.593
88,71,16,0.42638,17.794
88,71,17,0.56635,17.990
88,71,18,0.13838,18.176
88,71,19,0.06782,18.325
88,72,5,0.03583,14.001
88,72,6,0.09718,14.607
88,72,7,0.06427,15.106
88,72,14,0.04273,17.425
88,72,15,0.23854,17.593
88,72,16,0.36156,17.794
88,72,17,0.60002,17.990
88,72,18,0.27322,18.176
88,72,19,0.30114,18.325
88,72,20,0.07334,18.425
88,73,5,0.04376,14.001
88,73,6,0.04835,14.607
88,73,7,0.00794,15.106
88,73,14,0.03063,17.425
88,73,15,0.17591,17.593
88,73,16,0.30065,17.794
88,73,17,0.58146,17.990
88,73,18,0.23743,18.176
88,73,19,0.24903,18.325
88,73,20,0.12459,18.425
88,74,5,0.01970,14.001
88,74,16,0.12888,17.794
88,74,17,0.33311,17.990
88,74,18,0.13224,18.176
88,74,19,0.20691,18.325
88,74,20,0.21129,18.425
88,75,17,0.18065,17.990
88,75,18,0.19642,18.176
88,75,19,0.20858,18.325
88,75,20,0.03042,18.425
88,76,12,0.00904,17.022
88,77,12,0.01426,17.022
88,78,6,0.00489,14.607
89,17,5,0.04526,14.001
89,18,5,0.14277,14.001
89,18,6,0.08449,14.607
89,19,5,0.03352,14.001
89,19,6,0.10072,14.607
89,20,6,0.01925,14.607
89,21,6,0.02479,14.607
89,22,6,0.12785,14.607
89,23,6,0.16317,14.607
89,24,6,0.05081,14.607
89,26,2,0.00694,11.685
89,30,3,0.03712,12.521
89,31,3,0.02926,12.521
89,32,3,0.02976,12.521
89,33,3,0.02046,12.521
89,33,5,0.03719,14.001
89,33,6,0.04181,14.607
89,34,3,0.00289,12.521
89,34,5,0.02887,14.001
89,34,6,0.02381,14.607
89,35,4,0.04185,13.314
89,35,5,0.03758,14.001
89,36,4,0.04232,13.314
89,36,5,0.11035,14.001
89,37,4,0.04895,13.314
89,37,5,0.09767,14.001
89,38,4,0.08897,13.314
89,38,5,0.05402,14.001
89,39,4,0.04710,13.314
89,39,5,0.01868,14.001
89,40,4,0.00581,13.314
89,41,4,0.01394,13.314
89,41,5,0.01090,14.001
89,42,4,0.04181,13.314
89,42,5,0.11495,14.001
89,43,4,0.03490,13.314
89,43,5,0.15224,14.001
89,43,6,0.05443,14.607
89,44,4,0.01549,13.314
89,44,5,0.13190,14.001
89,44,6,0.07911,14.607
89,45,5,0.08341,14.001
89,45,6,0.20884,14.607
89,45,7,0.00886,15.106
89,46,5,0.03416,14.001
89,46,6,0.16489,14.607
89,46,7,0.18924,15.106
89,47,4,0.00536,13.314
89,47,6,0.01938,14.607
89,47,7,0.24779,15.106
89,48,4,0.01061,13.314
89,48,7,0.15816,15.106
89,49,4,0.00584,13.314
89,49,11,0.05089,16.756
89,49,12,0.04394,17.022
89,50,4,0.00756,13.314
89,50,11,0.07416,16.756
89,50,12,0.13471,17.022
89,51,4,0.01512,13.314
89,51,5,0.02834,14.001
89,51,11,0.00966,16.756
89,51,12,0.05878,17.022
89,52,4,0.00913,13.314
89,52,5,0.09400,14.001
89,52,6,0.14568,14.607
89,53,4,0.00757,13.314
89,53,5,0.09870,14.001
89,53,6,0.30769,14.607
89,53,7,0.01719,15.106
89,54,4,0.01541,13.314
89,54,5,0.09262,14.001
89,54,6,0.14374,14.607
89,55,4,0.01474,13.314
89,55,5,0.11114,14.001
89,55,6,0.04296,14.607
89,56,4,0.00557,13.314
89,56,5,0.11899,14.001
89,56,6,0.13406,14.607
89,57,5,0.10022,14.001
89,57,6,0.19251,14.607
89,57,7,0.04849,15.106
89,57,14,0.01267,17.425
89,58,5,0.07555,14.001
89,58,6,0.11010,14.607
89,58,7,0.02887,15.106
89,58,9,0.04598,15.904
89,58,13,0.12372,17.261
89,58,14,0.39255,17.425
89,58,15,0.14091,17.593
89,59,5,0.05261,14.001
89,59,6,0.03921,14.607
89,59,8,0.02023,15.532
89,59,9,0.16122,15.904
89,59,10,0.14025,16.321
89,59,13,0.18387,17.261
89,59,14,0.42608,17.425
89,59,15,0.39181,17.593
89,59,16,0.00532,17.794
89,60,5,0.04319,14.001
89,60,6,0.06263,14.607
89,60,7,0.05194,15.106
89,60,8,0.20315,15.532
89,60,9,0.27063,15.904
89,60,10,0.15049,16.321
89,60,13,0.14385,17.261
89,60,14,0.31841,17.425
89,60,15,0.37376,17.593
89,60,16,0.07641,17.794
89,61,5,0.03952,14.001
89,61,6,0.13956,14.607
89,61,7,0.08715,15.106
89,61,8,0.20989,15.532
89,61,9,0.28559,15.904
89,61,10,0.19436,16.321
89,61,13,0.06961,17.261
89,61,14,0.26436,17.425
89,61,15,0.37939,17.593
89,61,16,0.09785,17.794
89,62,5,0.02460,14.001
89,62,6,0.13844,14.607
89,62,7,0.14805,15.106
89,62,8,0.21894,15.532
89,62,9,0.24466,15.904
89,62,10,0.31231,16.321
89,62,11,0.14748,16.756
89,62,13,0.00742,17.261
89,62,14,0.33250,17.425
89,62,15,0.47836,17.593
89,62,16,0.29823,17.794
89,63,6,0.07351,14.607
89,63,7,0.19693,15.106
89,63,8,0.18818,15.532
89,63,9,0.08881,15.904
89,63,10,0.25090,16.321
89,63,11,0.25773,16.756
89,63,12,0.06494,17.022
89,63,13,0.06456,17.261
89,63,14,0.49688,17.425
89,63,15,0.44191,17.593
89,63,16,0.34230,17.794
89,63,17,0.10973,17.990
89,64,6,0.02706,14.607
89,64,7,0.16845,15.106
89,64,8,0.07978,15.532
89,64,9,0.04707,15.904
89,64,10,0.18952,16.321
89,64,11,0.30135,16.756
89,64,12,0.22167,17.022
89,64,13,0.20458,17.261
89,64,14,0.54301,17.425
89,64,15,0.38565,17.593
89,64,16,0.33828,17.794
89,64,17,0.19520,17.990
89,65,7,0.14150,15.106
89,65,8,0.00105,15.532
89,65,9,0.06551,15.904
89,65,10,0.17867,16.321
89,65,11,0.36179,16.756
89,65,12,0.27078,17.022
89,65,13,0.25191,17.261
89,65,14,0.45575,17.425
89,65,15,0.35672,17.593
89,65,16,0.36820,17.794
89,65,17,0.20818,17.990
89,65,18,0.04673,18.176
89,66,7,0.05543,15.106
89,66,9,0.01652,15.904
89,66,10,0.12301,16.321
89,66,11,0.33135,16.756
89,66,12,0.31698,17.022
89,66,13,0.29164,17.261
89,66,14,0.43911,17.425
89,66,15,0.37157,17.593
89,66,16,0.42129,17.794
89,66,17,0.15579,17.990
89,66,18,0.03479,18.176
89,67,10,0.07991,16.321
89,67,11,0.25317,16.756
89,67,12,0.37309,17.022
89,67,13,0.35997,17.261
89,67,14,0.36356,17.425
89,67,15,0.34280,17.593
89,67,16,0.48053,17.794
89,67,17,0.14948,17.990
89,68,6,0.00979,14.607
89,68,10,0.03934,16.321
89,68,11,0.18962,16.756
89,68,12,0.41017,17.022
89,68,13,0.42740,17.261
89,68,14,0.25530,17.425
89,68,15,0.29392,17.593
89,68,16,0.48873,17.794
89,68,17,0.17462,17.990
89,69,6,0.03516,14.607
89,69,10,0.02675,16.321
89,69,11,0.16961,16.756
89,69,12,0.43078,17.022
89,69,13,0.44062,17.261
89,69,14,0.09326,17.425
89,69,15,0.23651,17.593
89,69,16,0.48516,17.794
89,69,17,0.39889,17.990
89,70,5,0.00401,14.001
89,70,6,0.08555,14.607
89,70,10,0.02890,16.321
89,70,11,0.18260,16.756
89,70,12,0.39893,17.022
89,70,13,0.22843,17.261
89,70,15,0.16387,17.593
89,70,16,0.46838,17.794
89,70,17,0.50327,17.990
89,70,18,0.07623,18.176
89,70,19,0.06914,18.325
89,70,20,0.00885,18.425
89,71,5,0.02981,14.001
89,71,6,0.09831,14.607
89,71,7,0.03906,15.106
89,71,10,0.01407,16.321
89,71,11,0.13501,16.756
89,71,12,0.15842,17.022
89,71,13,0.01187,17.261
89,71,15,0.12305,17.593
89,71,16,0.43491,17.794
89,71,17,0.49640,17.990
89,71,18,0.36799,18.176
89,71,19,0.35350,18.325
89,71,20,0.16359,18.425
89,72,5,0.03634,14.001
89,72,6,0.04784,14.607
89,72,7,0.03024,15.106
89,72,15,0.08250,17.593
89,72,16,0.30430,17.794
89,72,17,0.45814,17.990
89,72,18,0.48264,18.176
89,72,19,0.53046,18.325
89,72,20,0.40888,18.425
89,72,21,0.00529,18.506
89,73,5,0.02465,14.001
89,73,6,0.00519,14.607
89,73,15,0.00374,17.593
89,73,16,0.11972,17.794
89,73,17,0.51275,17.990
89,73,18,0.60477,18.176
89,73,19,0.58548,18.325
89,73,20,0.45622,18.425
89,73,21,0.03584,18.506
89,74,5,0.00481,14.001
89,74,16,0.00317,17.794
89,74,17,0.38197,17.990
89,74,18,0.60528,18.176
89,74,19,0.52943,18.325
89,74,20,0.48328,18.425
89,74,21,0.04422,18.506
89,75,17,0.08221,17.990
89,75,18,0.41398,18.176
89,75,19,0.40759,18.325
89,75,20,0.23252,18.425
89,76,17,0.01853,17.990
89,76,18,0.14157,18.176
89,76,19,0.05508,18.325
89,77,12,0.02026,17.022
89,78,12,0.01169,17.022
90,17,5,0.05164,14.001
90,17,6,0.02273,14.607
90,18,5,0.05409,14.001
90,18,6,0.11674,14.607
90,19,6,0.16391,14.607
90,20,6,0.18289,14.607
90,21,6,0.19092,14.607
90,21,7,0.02932,15.106
90,22,6,0.15804,14.607
90,22,7,0.04330,15.106
90,23,6,0.07665,14.607
90,23,7,0.01533,15.106
90,30,3,0.04442,12.521
90,31,3,0.07266,12.521
90,31,5,0.01568,14.001
90,32,3,0.05454,12.521
90,32,5,0.08928,14.001
90,32,6,0.15698,14.607
90,32,7,0.13198,15.106
90,33,3,0.02169,12.521
90,33,4,0.03079,13.314
90,33,5,0.10349,14.001
90,33,6,0.22407,14.607
90,33,7,0.07780,15.106
90,34,4,0.08122,13.314
90,34,5,0.10582,14.001
90,34,6,0.15971,14.607
90,35,4,0.07939,13.314
90,35,5,0.14830,14.001
90,35,6,0.11890,14.607
90,36,4,0.05603,13.314
90,36,5,0.16008,14.001
90,36,6,0.07411,14.607
90,37,4,0.04732,13.314
90,37,5,0.07366,14.001
90,38,4,0.04277,13.314
90,38,5,0.00340,14.001
90,39,4,0.00550,13.314
90,42,4,0.02622,13.314
90,42,5,0.03774,14.001
90,43,4,0.03026,13.314
90,43,5,0.17002,14.001
90,44,4,0.01388,13.314
90,44,5,0.15018,14.001
90,44,6,0.06253,14.607
90,45,4,0.00316,13.314
90,45,5,0.07473,14.001
90,45,6,0.21363,14.607
90,46,4,0.01043,13.314
90,46,5,0.04377,14.001
90,46,6,0.16525,14.607
90,46,7,0.13633,15.106
90,47,4,0.00484,13.314
90,47,5,0.02913,14.001
90,47,6,0.04445,14.607
90,47,7,0.15327,15.106
90,48,7,0.05059,15.106
90,49,11,0.02164,16.756
90,49,12,0.02502,17.022
90,50,11,0.06194,16.756
90,50,12,0.22716,17.022
90,50,13,0.02953,17.261
90,51,4,0.00172,13.314
90,51,12,0.06991,17.022
90,51,13,0.04850,17.261
90,52,4,0.01741,13.314
90,52,5,0.05695,14.001
90,52,13,0.06367,17.261
90,53,4,0.00809,13.314
90,53,5,0.12554,14.001
90,53,6,0.17396,14.607
90,54,5,0.10316,14.001
90,54,6,0.08378,14.607
90,55,5,0.07683,14.001
90,55,6,0.03546,14.607
90,56,4,0.00140,13.314
90,56,5,0.07610,14.001
90,56,6,0.10134,14.607
90,57,5,0.07021,14.001
90,57,6,0.17685,14.607
90,57,7,0.00617,15.106
90,58,5,0.05394,14.001
90,58,6,0.09643,14.607
90,58,10,0.03866,16.321
90,58,13,0.08029,17.261
90,58,14,0.33636,17.425
90,58,15,0.10616,17.593
90,59,5,0.03702,14.001
90,59,6,0.03004,14.607
90,59,8,0.01176,15.532
90,59,9,0.10665,15.904
90,59,10,0.23111,16.321
90,59,13,0.17375,17.261
90,59,14,0.46768,17.425
90,59,15,0.54686,17.593
90,59,16,0.02266,17.794
90,60,5,0.03182,14.001
90,60,6,0.08328,14.607
90,60,7,0.14003,15.106
90,60,8,0.29432,15.532
90,60,9,0.34450,15.904
90,60,10,0.27878,16.321
90,60,11,0.01850,16.756
90,60,13,0.07751,17.261
90,60,14,0.16931,17.425
90,60,15,0.43585,17.593
90,60,16,0.16045,17.794
90,61,5,0.03054,14.001
90,61,6,0.15416,14.607
90,61,7,0.20065,15.106
90,61,8,0.28371,15.532
90,61,9,0.37156,15.904
90,61,10,0.28571,16.321
90,61,11,0.11436,16.756
90,61,14,0.04070,17.425
90,61,15,0.33891,17.593
90,61,16,0.28712,17.794
90,62,5,0.01068,14.001
90,62,6,0.11989,14.607
90,62,7,0.20477,15.106
90,62,8,0.22338,15.532
90,62,9,0.20785,15.904
90,62,10,0.32343,16.321
90,62,11,0.34126,16.756
90,62,12,0.02109,17.022
90,62,14,0.13201,17.425
90,62,15,0.54179,17.593
90,62,16,0.42563,17.794
90,62,17,0.10383,17.990
90,63,6,0.01246,14.607
90,63,7,0.17428,15.106
90,63,8,0.20014,15.532
90,63,9,0.17486,15.904
90,63,10,0.26916,16.321
90,63,11,0.35229,16.756
90,63,12,0.10342,17.022
90,63,14,0.19554,17.425
90,63,15,0.54154,17.593
90,63,16,0.41714,17.794
90,63,17,0.18076,17.990
90,64,7,0.07529,15.106
90,64,8,0.03801,15.532
90,64,9,0.10375,15.904
90,64,10,0.23723,16.321
90,64,11,0.36425,16.756
90,64,12,0.16486,17.022
90,64,13,0.01166,17.261
90,64,14,0.32890,17.425
90,64,15,0.45149,17.593
90,64,16,0.40190,17.794
90,64,17,0.16975,17.990
90,65,7,0.00634,15.106
90,65,9,0.02379,15.904
90,65,10,0.15411,16.321
90,65,11,0.40679,16.756
90,65,12,0.21182,17.022
90,65,13,0.08702,17.261
90,65,14,0.34169,17.425
90,65,15,0.47225,17.593
90,65,16,0.43186,17.794
90,65,17,0.12242,17.990
90,66,10,0.11243,16.321
90,66,11,0.34658,16.756
90,66,12,0.24225,17.022
90,66,13,0.22402,17.261
90,66,14,0.42685,17.425
90,66,15,0.48599,17.593
90,66,16,0.51029,17.794
90,66,17,0.11804,17.990
90,67,10,0.11216,16.321
90,67,11,0.27744,16.756
90,67,12,0.29317,17.022
90,67,13,0.29180,17.261
90,67,14,0.30145,17.425
90,67,15,0.33930,17.593
90,67,16,0.53771,17.794
90,67,17,0.12823,17.990
90,68,10,0.09956,16.321
90,68,11,0.20550,16.756
90,68,12,0.37492,17.022
90,68,13,0.30984,17.261
90,68,14,0.09992,17.425
90,68,15,0.19986,17.593
90,68,16,0.50375,17.794
90,68,17,0.16123,17.990
90,69,6,0.01444,14.607
90,69,9,0.01672,15.904
90,69,10,0.07427,16.321
90,69,11,0.15233,16.756
90,69,12,0.42265,17.022
90,69,13,0.29085,17.261
90,69,15,0.15744,17.593
90,69,16,0.48025,17.794
90,69,17,0.33574,17.990
90,69,18,0.00675,18.176
90,69,19,0.16599,18.325
90,69,20,0.14293,18.425
90,70,5,0.01890,14.001
90,70,6,0.07223,14.607
90,70,9,0.02970,15.904
90,70,10,0.03196,16.321
90,70,11,0.17706,16.756
90,70,12,0.42771,17.022
90,70,13,0.18704,17.261
90,70,15,0.12071,17.593
90,70,16,0.45808,17.794
90,70,17,0.47287,17.990
90,70,18,0.23712,18.176
90,70,19,0.35180,18.325
90,70,20,0.33465,18.425
90,71,5,0.04012,14.001
90,71,6,0.09103,14.607
90,71,7,0.00507,15.106
90,71,9,0.02318,15.904
90,71,10,0.03232,16.321
90,71,11,0.22542,16.756
90,71,12,0.26930,17.022
90,71,13,0.03314,17.261
90,71,15,0.06667,17.593
90,71,16,0.39689,17.794
90,71,17,0.36223,17.990
90,71,18,0.35561,18.176
90,71,19,0.48220,18.325
90,71,20,0.46855,18.425
90,71,21,0.11322,18.506
90,72,5,0.03569,14.001
90,72,6,0.02178,14.607
90,72,10,0.03295,16.321
90,72,11,0.14734,16.756
90,72,12,0.00623,17.022
90,72,16,0.20875,17.794
90,72,17,0.30147,17.990
90,72,18,0.34572,18.176
90,72,19,0.50956,18.325
90,72,20,0.54360,18.425
90,72,21,0.23325,18.506
90,73,5,0.02603,14.001
90,73,6,0.00421,14.607
90,73,11,0.00108,16.756
90,73,17,0.23418,17.990
90,73,18,0.40477,18.176
90,73,19,0.63245,18.325
90,73,20,0.66986,18.425
90,73,21,0.28764,18.506
90,73,22,0.04562,18.573
90,74,5,0.01436,14.001
90,74,6,0.01715,14.607
90,74,17,0.09137,17.990
90,74,18,0.46249,18.176
90,74,19,0.67714,18.325
90,74,20,0.53854,18.425
90,74,21,0.31190,18.506
90,74,22,0.00121,18.573
90,75,6,0.02572,14.607
90,75,18,0.14212,18.176
90,75,19,0.37748,18.325
90,75,20,0.44201,18.425
90,75,21,0.11292,18.506
90,76,6,0.01089,14.607
90,76,7,0.01432,15.106
90,76,18,0.01207,18.176
90,76,19,0.09167,18.325
90,76,20,0.09871,18.425
90,87,22,0.00873,18.573
91,17,5,0.03004,14.001
91,17,6,0.00854,14.607
91,18,6,0.06425,14.607
91,19,6,0.10282,14.607
91,20,6,0.14081,14.607
91,20,7,0.01061,15.106
91,21,6,0.08147,14.607
91,21,7,0.06241,15.106
91,22,7,0.04403,15.106
91,30,3,0.02363,12.521
91,30,5,0.02884,14.001
91,30,6,0.00875,14.607
91,30,7,0.04069,15.106
91,31,3,0.07582,12.521
91,31,5,0.11175,14.001
91,31,6,0.18798,14.607
91,31,7,0.27736,15.106
91,32,3,0.05923,12.521
91,32,4,0.03107,13.314
91,32,5,0.14326,14.001
91,32,6,0.29002,14.607
91,32,7,0.41985,15.106
91,33,3,0.00801,12.521
91,33,4,0.08994,13.314
91,33,5,0.13639,14.001
91,33,6,0.30441,14.607
91,33,7,0.24040,15.106
91,34,4,0.10275,13.314
91,34,5,0.16446,14.001
91,34,6,0.24751,14.607
91,34,7,0.04288,15.106
91,35,4,0.06492,13.314
91,35,5,0.18218,14.001
91,35,6,0.22136,14.607
91,35,7,0.04091,15.106
91,36,4,0.04105,13.314
91,36,5,0.13353,14.001
91,36,6,0.18595,14.607
91,36,7,0.04085,15.106
91,37,4,0.03877,13.314
91,37,5,0.02580,14.001
91,37,6,0.08676,14.607
91,37,7,0.01132,15.106
91,38,4,0.00710,13.314
91,43,4,0.04239,13.314
91,43,5,0.16607,14.001
91,44,4,0.02320,13.314
91,44,5,0.16200,14.001
91,44,6,0.06529,14.607
91,45,5,0.06046,14.001
91,45,6,0.16414,14.607
91,46,5,0.04796,14.001
91,46,6,0.15033,14.607
91,46,7,0.08617,15.106
91,47,5,0.05527,14.001
91,47,6,0.07522,14.607
91,47,7,0.09838,15.106
91,48,5,0.01491,14.001
91,50,11,0.04836,16.756
91,50,12,0.28232,17.022
91,50,13,0.14583,17.261
91,51,12,0.06338,17.022
91,51,13,0.19984,17.261
91,52,4,0.00952,13.314
91,52,5,0.01120,14.001
91,52,13,0.07815,17.261
91,53,5,0.07329,14.001
91,53,6,0.01146,14.607
91,53,13,0.08299,17.261
91,54,5,0.04216,14.001
91,54,6,0.03887,14.607
91,55,5,0.01569,14.001
91,55,6,0.01435,14.607
91,56,5,0.02070,14.001
91,56,6,0.02157,14.607
91,57,5,0.02901,14.001
91,57,6,0.06602,14.607
91,58,5,0.02277,14.001
91,58,6,0.04095,14.607
91,58,10,0.03374,16.321
91,58,13,0.08546,17.261
91,58,14,0.28972,17.425
91,58,15,0.19560,17.593
91,58,16,0.04614,17.794
91,59,5,0.01007,14.001
91,59,6,0.01200,14.607
91,59,7,0.02580,15.106
91,59,8,0.03232,15.532
91,59,9,0.00467,15.904
91,59,10,0.17548,16.321
91,59,13,0.09928,17.261
91,59,14,0.45317,17.425
91,59,15,0.53842,17.593
91,59,16,0.14119,17.794
91,59,17,0.05433,17.990
91,60,5,0.01260,14.001
91,60,6,0.07763,14.607
91,60,7,0.20439,15.106
91,60,8,0.31660,15.532
91,60,9,0.28102,15.904
91,60,10,0.22682,16.321
91,60,11,0.14129,16.756
91,60,13,0.02772,17.261
91,60,14,0.14259,17.425
91,60,15,0.37468,17.593
91,60,16,0.28665,17.794
91,60,17,0.14862,17.990
91,61,4,0.00443,13.314
91,61,5,0.04017,14.001
91,61,6,0.14574,14.607
91,61,7,0.22757,15.106
91,61,8,0.30968,15.532
91,61,9,0.40674,15.904
91,61,10,0.25019,16.321
91,61,11,0.20607,16.756
91,61,14,0.00517,17.425
91,61,15,0.22213,17.593
91,61,16,0.43490,17.794
91,61,17,0.24719,17.990
91,62,5,0.02904,14.001
91,62,6,0.11248,14.607
91,62,7,0.17667,15.106
91,62,8,0.20219,15.532
91,62,9,0.24226,15.904
91,62,10,0.30241,16.321
91,62,11,0.30440,16.756
91,62,12,0.09373,17.022
91,62,14,0.03695,17.425
91,62,15,0.37798,17.593
91,62,16,0.44555,17.794
91,62,17,0.25729,17.990
91,63,6,0.01647,14.607
91,63,7,0.08025,15.106
91,63,8,0.17630,15.532
91,63,9,0.20308,15.904
91,63,10,0.29380,16.321
91,63,11,0.36002,16.756
91,63,12,0.14026,17.022
91,63,14,0.04861,17.425
91,63,15,0.33112,17.593
91,63,16,0.44001,17.794
91,63,17,0.20661,17.990
91,64,8,0.02770,15.532
91,64,9,0.17050,15.904
91,64,10,0.21919,16.321
91,64,11,0.41053,16.756
91,64,12,0.14760,17.022
91,64,14,0.07011,17.425
91,64,15,0.30269,17.593
91,64,16,0.44605,17.794
91,64,17,0.12768,17.990
91,65,8,0.00293,15.532
91,65,9,0.03277,15.904
91,65,10,0.12089,16.321
91,65,11,0.36391,16.756
91,65,12,0.10197,17.022
91,65,14,0.22635,17.425
91,65,15,0.43119,17.593
91,65,16,0.49098,17.794
91,65,17,0.08188,17.990
91,66,8,0.02426,15.532
91,66,9,0.00905,15.904
91,66,10,0.10165,16.321
91,66,11,0.28312,16.756
91,66,12,0.06484,17.022
91,66,13,0.10558,17.261
91,66,14,0.28810,17.425
91,66,15,0.34210,17.593
91,66,16,0.54136,17.794
91,66,17,0.08142,17.990
91,67,9,0.01141,15.904
91,67,10,0.11842,16.321
91,67,11,0.23294,16.756
91,67,12,0.08902,17.022
91,67,13,0.18373,17.261
91,67,14,0.09987,17.425
91,67,15,0.12384,17.593
91,67,16,0.50089,17.794
91,67,17,0.09937,17.990
91,68,9,0.04079,15.904
91,68,10,0.10676,16.321
91,68,11,0.15849,16.756
91,68,12,0.21776,17.022
91,68,13,0.19298,17.261
91,68,15,0.10714,17.593
91,68,16,0.47160,17.794
91,68,17,0.14668,17.990
91,68,18,0.04899,18.176
91,68,19,0.29699,18.325
91,68,20,0.18668,18.425
91,69,9,0.06996,15.904
91,69,10,0.05307,16.321
91,69,11,0.06699,16.756
91,69,12,0.30161,17.022
91,69,13,0.18958,17.261
91,69,14,0.01170,17.425
91,69,15,0.17534,17.593
91,69,16,0.49113,17.794
91,69,17,0.30600,17.990
91,69,18,0.19909,18.176
91,69,19,0.43947,18.325
91,69,20,0.40097,18.425
91,70,5,0.01244,14.001
91,70,6,0.05955,14.607
91,70,9,0.07804,15.904
91,70,10,0.01217,16.321
91,70,11,0.03415,16.756
91,70,12,0.33094,17.022
91,70,13,0.19530,17.261
91,70,14,0.03885,17.425
91,70,15,0.12549,17.593
91,70,16,0.43855,17.794
91,70,17,0.44761,17.990
91,70,18,0.32072,18.176
91,70,19,0.46448,18.325
91,70,20,0.43435,18.425
91,70,21,0.12433,18.506
91,71,5,0.02418,14.001
91,71,6,0.07231,14.607
91,71,9,0.04436,15.904
91,71,11,0.10838,16.756
91,71,12,0.30788,17.022
91,71,13,0.10980,17.261
91,71,14,0.04000,17.425
91,71,15,0.02296,17.593
91,71,16,0.28111,17.794
91,71,17,0.28522,17.990
91,71,18,0.29294,18.176
91,71,19,0.46910,18.325
91,71,20,0.50515,18.425
91,71,21,0.35934,18.506
91,71,22,0.20451,18.573
91,71,23,0.06534,18.698
91,72,5,0.02507,14.001
91,72,6,0.02412,14.607
91,72,9,0.01692,15.904
91,72,10,0.04896,16.321
91,72,11,0.23599,16.756
91,72,12,0.19038,17.022
91,72,13,0.01705,17.261
91,72,14,0.08869,17.425
91,72,16,0.07991,17.794
91,72,17,0.17971,17.990
91,72,18,0.19091,18.176
91,72,19,0.38718,18.325
91,72,20,0.46349,18.425
91,72,21,0.48667,18.506
91,72,22,0.41829,18.573
91,72,23,0.16133,18.698
91,73,5,0.02703,14.001
91,73,6,0.02570,14.607
91,73,10,0.06894,16.321
91,73,11,0.25628,16.756
91,73,12,0.19802,17.022
91,73,13,0.06137,17.261
91,73,14,0.13594,17.425
91,73,17,0.03644,17.990
91,73,18,0.04048,18.176
91,73,19,0.38487,18.325
91,73,20,0.64596,18.425
91,73,21,0.50953,18.506
91,73,22,0.42226,18.573
91,73,23,0.06297,18.698
91,74,5,0.02532,14.001
91,74,6,0.07340,14.607
91,74,7,0.00127,15.106
91,74,11,0.08507,16.756
91,74,12,0.21472,17.022
91,74,13,0.15724,17.261
91,74,14,0.17326,17.425
91,74,18,0.01632,18.176
91,74,19,0.39410,18.325
91,74,20,0.49409,18.425
91,74,21,0.42326,18.506
91,74,22,0.23554,18.573
91,75,5,0.00840,14.001
91,75,6,0.08690,14.607
91,75,7,0.03013,15.106
91,75,11,0.02246,16.756
91,75,12,0.16522,17.022
91,75,13,0.18662,17.261
91,75,14,0.12549,17.425
91,75,19,0.18859,18.325
91,75,20,0.39528,18.425
91,75,21,0.31604,18.506
91,76,6,0.00974,14.607
91,76,12,0.07314,17.022
91,76,13,0.06534,17.261
91,76,14,0.00179,17.425
91,76,19,0.09828,18.325
91,76,20,0.19916,18.425
91,86,21,0.02680,18.506
91,87,21,0.01955,18.506
91,87,22,0.20735,18.573
91,88,22,0.02966,18.573
92,19,4,0.03118,13.314
92,19,5,0.01520,14.001
92,20,4,0.00607,13.314
92,20,5,0.00404,14.001
92,20,6,0.00205,14.607
92,21,6,0.02031,14.607
92,22,6,0.01054,14.607
92,28,3,0.01558,12.521
92,28,5,0.00490,14.001
92,29,5,0.07450,14.001
92,29,6,0.10115,14.607
92,29,7,0.01580,15.106
92,30,5,0.11379,14.001
92,30,6,0.27951,14.607
92,30,7,0.23300,15.106
92,31,3,0.04747,12.521
92,31,5,0.12414,14.001
92,31,6,0.30532,14.607
92,31,7,0.50881,15.106
92,31,8,0.00738,15.532
92,32,3,0.04537,12.521
92,32,4,0.05437,13.314
92,32,5,0.13824,14.001
92,32,6,0.30515,14.607
92,32,7,0.45415,15.106
92,32,8,0.13969,15.532
92,32,10,0.03423,16.321
92,33,4,0.13010,13.314
92,33,5,0.16638,14.001
92,33,6,0.32790,14.607
