#name=An isolated stratocumulus water cloud out of the entire cloud field.
#original_cloud_data=@storm/data2/gmatheou/Factory/jplles/rev153/rico.20.smagorinsky/MISR01/An
#resampled_cloud_data_grid_size=20,20,40m
32 36 25
0.020 0.020     0.440     0.480     0.520     0.560     0.600     0.640     0.680     0.720     0.760     0.800     0.840     0.880     0.920     0.960     1.000     1.040     1.080     1.120     1.160     1.200     1.240     1.280     1.320     1.360     1.400
2 2 4    0.00675 12.52100
11 33 5    0.03632 13.31400
11 33 6    0.01985 14.00100
11 33 16    0.00442 17.59300
11 33 18    0.03395 17.99000
11 33 19    0.24941 18.17600
11 33 20    0.25834 18.32500
11 33 21    0.40246 18.42500
11 33 22    0.11057 18.50600
11 34 5    0.00261 13.31400
12 3 4    0.01866 12.52100
12 4 5    0.01593 13.31400
12 5 5    0.12476 13.31400
12 5 6    0.03743 14.00100
12 6 5    0.17095 13.31400
12 6 6    0.22049 14.00100
12 6 7    0.12783 14.60700
12 7 5    0.13320 13.31400
12 7 6    0.24346 14.00100
12 7 7    0.34243 14.60700
12 7 8    0.18641 15.10600
12 7 9    0.00697 15.53200
12 8 5    0.08413 13.31400
12 8 6    0.17558 14.00100
12 8 7    0.34120 14.60700
12 8 8    0.44500 15.10600
12 8 9    0.31755 15.53200
12 8 10    0.01226 15.90400
12 9 5    0.04421 13.31400
12 9 6    0.14133 14.00100
12 9 7    0.20222 14.60700
12 9 8    0.34364 15.10600
12 9 9    0.46279 15.53200
12 9 10    0.22728 15.90400
12 10 5    0.02767 13.31400
12 10 6    0.13014 14.00100
12 10 7    0.10896 14.60700
12 10 8    0.17264 15.10600
12 10 9    0.27149 15.53200
12 10 10    0.46527 15.90400
12 11 5    0.02167 13.31400
12 11 6    0.12220 14.00100
12 11 7    0.09773 14.60700
12 11 8    0.10315 15.10600
12 11 9    0.14234 15.53200
12 11 10    0.45135 15.90400
12 11 11    0.05693 16.32100
12 12 5    0.03013 13.31400
12 12 6    0.13786 14.00100
12 12 7    0.03681 14.60700
12 12 8    0.00857 15.10600
12 12 9    0.12612 15.53200
12 12 10    0.33534 15.90400
12 12 11    0.12157 16.32100
12 12 13    0.03357 17.02200
12 13 5    0.02396 13.31400
12 13 6    0.15188 14.00100
12 13 7    0.02415 14.60700
12 13 9    0.02580 15.53200
12 13 10    0.20643 15.90400
12 13 11    0.26282 16.32100
12 13 12    0.07697 16.75600
12 13 13    0.45859 17.02200
12 13 14    0.46004 17.26100
12 14 5    0.02492 13.31400
12 14 6    0.16878 14.00100
12 14 7    0.05826 14.60700
12 14 10    0.04905 15.90400
12 14 11    0.33349 16.32100
12 14 12    0.33222 16.75600
12 14 13    0.52703 17.02200
12 14 14    0.74424 17.26100
12 14 15    0.24185 17.42500
12 15 5    0.03718 13.31400
12 15 6    0.19495 14.00100
12 15 7    0.08873 14.60700
12 15 11    0.16895 16.32100
12 15 12    0.34619 16.75600
12 15 13    0.50842 17.02200
12 15 14    0.63410 17.26100
12 15 15    0.63979 17.42500
12 16 5    0.05806 13.31400
12 16 6    0.18593 14.00100
12 16 7    0.06682 14.60700
12 16 11    0.02350 16.32100
12 16 12    0.19547 16.75600
12 16 13    0.42723 17.02200
12 16 14    0.61427 17.26100
12 16 15    0.75751 17.42500
12 16 16    0.15334 17.59300
12 17 5    0.09299 13.31400
12 17 6    0.14529 14.00100
12 17 7    0.02323 14.60700
12 17 12    0.11994 16.75600
12 17 13    0.42374 17.02200
12 17 14    0.62732 17.26100
12 17 15    0.77351 17.42500
12 17 16    0.34541 17.59300
12 18 4    0.02608 12.52100
12 18 5    0.09763 13.31400
12 18 6    0.11805 14.00100
12 18 7    0.01937 14.60700
12 18 12    0.22107 16.75600
12 18 13    0.41415 17.02200
12 18 14    0.47513 17.26100
12 18 15    0.68877 17.42500
12 18 16    0.47280 17.59300
12 19 4    0.01891 12.52100
12 19 5    0.06906 13.31400
12 19 6    0.12436 14.00100
12 19 7    0.09504 14.60700
12 19 12    0.30157 16.75600
12 19 13    0.32171 17.02200
12 19 14    0.27782 17.26100
12 19 15    0.50748 17.42500
12 19 16    0.47847 17.59300
12 19 17    0.01746 17.79400
12 20 5    0.05029 13.31400
12 20 6    0.15998 14.00100
12 20 7    0.22732 14.60700
12 20 8    0.16795 15.10600
12 20 9    0.22561 15.53200
12 20 12    0.32679 16.75600
12 20 13    0.27980 17.02200
12 20 14    0.14302 17.26100
12 20 15    0.27473 17.42500
12 20 16    0.37701 17.59300
12 20 17    0.06524 17.79400
12 21 5    0.06315 13.31400
12 21 6    0.20137 14.00100
12 21 7    0.31727 14.60700
12 21 8    0.34156 15.10600
12 21 9    0.51282 15.53200
12 21 10    0.19342 15.90400
12 21 12    0.30468 16.75600
12 21 13    0.24997 17.02200
12 21 14    0.09398 17.26100
12 21 15    0.05764 17.42500
12 21 16    0.22500 17.59300
12 21 17    0.05123 17.79400
12 22 4    0.01213 12.52100
12 22 5    0.08812 13.31400
12 22 6    0.19973 14.00100
12 22 7    0.32082 14.60700
12 22 8    0.39888 15.10600
12 22 9    0.53120 15.53200
12 22 10    0.26222 15.90400
12 22 12    0.11797 16.75600
12 22 13    0.21861 17.02200
12 22 14    0.26824 17.26100
12 22 16    0.07845 17.59300
12 22 17    0.04031 17.79400
12 23 4    0.02443 12.52100
12 23 5    0.10144 13.31400
12 23 6    0.18485 14.00100
12 23 7    0.28755 14.60700
12 23 8    0.35919 15.10600
12 23 9    0.47952 15.53200
12 23 10    0.18884 15.90400
12 23 12    0.03189 16.75600
12 23 13    0.22064 17.02200
12 23 14    0.54477 17.26100
12 23 15    0.04888 17.42500
12 23 16    0.01576 17.59300
12 23 17    0.07004 17.79400
12 24 4    0.01845 12.52100
12 24 5    0.11448 13.31400
12 24 6    0.18565 14.00100
12 24 7    0.28530 14.60700
12 24 8    0.29255 15.10600
12 24 9    0.47745 15.53200
12 24 10    0.08166 15.90400
12 24 12    0.01309 16.75600
12 24 13    0.17655 17.02200
12 24 14    0.46389 17.26100
12 24 15    0.15742 17.42500
12 24 17    0.00176 17.79400
12 24 20    0.07518 18.32500
12 24 21    0.36112 18.42500
12 24 22    0.15349 18.50600
12 25 4    0.00978 12.52100
12 25 5    0.12245 13.31400
12 25 6    0.21507 14.00100
12 25 7    0.26257 14.60700
12 25 8    0.25967 15.10600
12 25 9    0.48481 15.53200
12 25 12    0.00456 16.75600
12 25 13    0.13975 17.02200
12 25 14    0.32217 17.26100
12 25 15    0.18040 17.42500
12 25 20    0.42071 18.32500
12 25 21    0.95766 18.42500
12 25 22    1.01110 18.50600
12 25 23    0.10076 18.57300
12 26 4    0.00218 12.52100
12 26 5    0.10716 13.31400
12 26 6    0.26962 14.00100
12 26 7    0.15313 14.60700
12 26 8    0.24025 15.10600
12 26 9    0.41838 15.53200
12 26 13    0.06508 17.02200
12 26 14    0.23368 17.26100
12 26 15    0.24041 17.42500
12 26 18    0.01671 17.99000
12 26 19    0.02788 18.17600
12 26 20    0.59116 18.32500
12 26 21    0.82184 18.42500
12 26 22    1.35320 18.50600
12 26 23    0.42077 18.57300
12 27 4    0.00463 12.52100
12 27 5    0.09685 13.31400
12 27 6    0.31455 14.00100
12 27 7    0.03973 14.60700
12 27 8    0.31172 15.10600
12 27 9    0.30111 15.53200
12 27 14    0.05915 17.26100
12 27 15    0.30570 17.42500
12 27 18    0.13334 17.99000
12 27 19    0.21465 18.17600
12 27 20    0.50342 18.32500
12 27 21    0.74086 18.42500
12 27 22    1.18490 18.50600
12 27 23    0.62269 18.57300
12 28 4    0.02407 12.52100
12 28 5    0.09757 13.31400
12 28 6    0.34222 14.00100
12 28 7    0.08073 14.60700
12 28 8    0.37702 15.10600
12 28 9    0.17891 15.53200
12 28 14    0.06058 17.26100
12 28 15    0.25685 17.42500
12 28 16    0.21305 17.59300
12 28 17    0.06821 17.79400
12 28 18    0.31367 17.99000
12 28 19    0.48895 18.17600
12 28 20    0.63796 18.32500
12 28 21    0.95596 18.42500
12 28 22    1.23800 18.50600
12 28 23    0.55582 18.57300
12 29 4    0.02187 12.52100
12 29 5    0.09871 13.31400
12 29 6    0.29509 14.00100
12 29 7    0.14789 14.60700
12 29 8    0.26663 15.10600
12 29 13    0.06411 17.02200
12 29 14    0.22173 17.26100
12 29 15    0.29315 17.42500
12 29 16    0.41520 17.59300
12 29 17    0.45484 17.79400
12 29 18    0.53599 17.99000
12 29 19    0.80776 18.17600
12 29 20    0.81201 18.32500
12 29 21    0.97022 18.42500
12 29 22    1.27460 18.50600
12 29 23    0.43779 18.57300
12 30 4    0.00693 12.52100
12 30 5    0.05856 13.31400
12 30 6    0.20922 14.00100
12 30 7    0.05121 14.60700
12 30 8    0.00422 15.10600
12 30 13    0.00511 17.02200
12 30 14    0.17577 17.26100
12 30 15    0.31751 17.42500
12 30 16    0.36262 17.59300
12 30 17    0.48397 17.79400
12 30 18    0.63258 17.99000
12 30 19    0.88187 18.17600
12 30 20    1.00590 18.32500
12 30 21    1.08230 18.42500
12 30 22    1.33840 18.50600
12 30 23    0.34907 18.57300
12 31 4    0.00894 12.52100
12 31 5    0.04722 13.31400
12 31 6    0.13497 14.00100
12 31 15    0.09828 17.42500
12 31 16    0.17787 17.59300
12 31 17    0.30531 17.79400
12 31 18    0.55137 17.99000
12 31 19    0.82220 18.17600
12 31 20    1.05880 18.32500
12 31 21    1.11400 18.42500
12 31 22    1.14300 18.50600
12 31 23    0.12048 18.57300
12 32 5    0.08024 13.31400
12 32 6    0.05840 14.00100
12 32 17    0.09305 17.79400
12 32 18    0.36714 17.99000
12 32 19    0.69813 18.17600
12 32 20    0.76878 18.32500
12 32 21    0.93872 18.42500
12 32 22    0.70565 18.50600
12 33 5    0.06222 13.31400
12 33 18    0.01184 17.99000
12 33 19    0.23323 18.17600
12 33 20    0.37152 18.32500
12 33 21    0.31468 18.42500
12 33 22    0.04269 18.50600
12 34 5    0.00438 13.31400
13 5 5    0.08293 13.31400
13 5 6    0.11158 14.00100
13 5 7    0.15659 14.60700
13 6 5    0.12472 13.31400
13 6 6    0.25414 14.00100
13 6 7    0.41386 14.60700
13 7 4    0.00202 12.52100
13 7 5    0.09449 13.31400
13 7 6    0.17645 14.00100
13 7 7    0.35668 14.60700
13 7 8    0.30690 15.10600
13 7 9    0.03497 15.53200
13 8 5    0.09327 13.31400
13 8 6    0.12646 14.00100
13 8 7    0.18255 14.60700
13 8 8    0.44299 15.10600
13 8 9    0.31362 15.53200
13 8 10    0.04529 15.90400
13 9 5    0.09284 13.31400
13 9 6    0.16173 14.00100
13 9 7    0.13593 14.60700
13 9 8    0.27888 15.10600
13 9 9    0.43939 15.53200
13 9 10    0.32532 15.90400
13 10 5    0.08211 13.31400
13 10 6    0.11287 14.00100
13 10 7    0.13269 14.60700
13 10 8    0.14103 15.10600
13 10 9    0.26364 15.53200
13 10 10    0.53283 15.90400
13 10 11    0.01531 16.32100
13 11 4    0.00456 12.52100
13 11 5    0.09665 13.31400
13 11 6    0.01609 14.00100
13 11 8    0.06474 15.10600
13 11 9    0.16889 15.53200
13 11 10    0.49046 15.90400
13 11 11    0.12598 16.32100
13 12 4    0.01010 12.52100
13 12 5    0.09249 13.31400
13 12 6    0.01082 14.00100
13 12 9    0.15922 15.53200
13 12 10    0.38847 15.90400
13 12 11    0.14808 16.32100
13 13 4    0.01200 12.52100
13 13 5    0.07339 13.31400
13 13 6    0.00948 14.00100
13 13 9    0.04542 15.53200
13 13 10    0.27661 15.90400
13 13 11    0.16707 16.32100
13 13 13    0.24856 17.02200
13 13 14    0.12357 17.26100
13 14 4    0.00359 12.52100
13 14 5    0.07704 13.31400
13 14 6    0.02939 14.00100
13 14 10    0.10289 15.90400
13 14 11    0.33937 16.32100
13 14 12    0.11973 16.75600
13 14 13    0.46325 17.02200
13 14 14    0.66495 17.26100
13 14 15    0.06612 17.42500
13 15 5    0.05887 13.31400
13 15 6    0.07693 14.00100
13 15 10    0.00553 15.90400
13 15 11    0.29168 16.32100
13 15 12    0.36553 16.75600
13 15 13    0.53521 17.02200
13 15 14    0.72483 17.26100
13 15 15    0.33518 17.42500
13 16 5    0.02939 13.31400
13 16 6    0.07891 14.00100
13 16 11    0.13368 16.32100
13 16 12    0.31702 16.75600
13 16 13    0.52395 17.02200
13 16 14    0.67437 17.26100
13 16 15    0.53556 17.42500
13 17 4    0.00243 12.52100
13 17 5    0.05973 13.31400
13 17 6    0.04500 14.00100
13 17 11    0.09921 16.32100
13 17 12    0.31675 16.75600
13 17 13    0.50399 17.02200
13 17 14    0.71397 17.26100
13 17 15    0.56065 17.42500
13 18 4    0.01860 12.52100
13 18 5    0.10626 13.31400
13 18 6    0.08329 14.00100
13 18 11    0.13257 16.32100
13 18 12    0.52547 16.75600
13 18 13    0.48072 17.02200
13 18 14    0.60831 17.26100
13 18 15    0.46706 17.42500
13 19 4    0.01369 12.52100
13 19 5    0.10219 13.31400
13 19 6    0.18374 14.00100
13 19 7    0.02908 14.60700
13 19 11    0.12895 16.32100
13 19 12    0.57883 16.75600
13 19 13    0.34910 17.02200
13 19 14    0.37332 17.26100
13 19 15    0.26688 17.42500
13 20 4    0.00419 12.52100
13 20 5    0.07226 13.31400
13 20 6    0.22702 14.00100
13 20 7    0.19698 14.60700
13 20 8    0.17464 15.10600
13 20 9    0.20961 15.53200
13 20 11    0.15957 16.32100
13 20 12    0.49201 16.75600
13 20 13    0.18940 17.02200
13 20 14    0.14030 17.26100
13 20 15    0.06838 17.42500
13 21 4    0.00589 12.52100
13 21 5    0.08013 13.31400
13 21 6    0.20361 14.00100
13 21 7    0.30352 14.60700
13 21 8    0.30365 15.10600
13 21 9    0.51223 15.53200
13 21 10    0.00210 15.90400
13 21 11    0.16586 16.32100
13 21 12    0.34857 16.75600
13 21 13    0.00346 17.02200
13 22 4    0.02428 12.52100
13 22 5    0.10725 13.31400
13 22 6    0.19062 14.00100
13 22 7    0.32505 14.60700
13 22 8    0.34583 15.10600
13 22 9    0.49896 15.53200
13 22 10    0.09293 15.90400
13 22 11    0.08313 16.32100
13 22 12    0.23772 16.75600
13 22 13    0.01929 17.02200
13 22 14    0.01270 17.26100
13 23 4    0.02865 12.52100
13 23 5    0.12322 13.31400
13 23 6    0.17674 14.00100
13 23 7    0.30639 14.60700
13 23 8    0.35826 15.10600
13 23 9    0.48141 15.53200
13 23 10    0.06633 15.90400
13 23 12    0.17050 16.75600
13 23 13    0.26107 17.02200
13 23 14    0.42746 17.26100
13 24 4    0.01600 12.52100
13 24 5    0.12876 13.31400
13 24 6    0.18265 14.00100
13 24 7    0.30738 14.60700
13 24 8    0.33673 15.10600
13 24 9    0.52543 15.53200
13 24 10    0.03977 15.90400
13 24 12    0.04685 16.75600
13 24 13    0.18443 17.02200
13 24 14    0.50069 17.26100
13 24 15    0.13516 17.42500
13 24 20    0.01096 18.32500
13 24 21    0.18821 18.42500
13 24 22    0.02521 18.50600
13 25 4    0.00272 12.52100
13 25 5    0.11954 13.31400
13 25 6    0.19510 14.00100
13 25 7    0.30263 14.60700
13 25 8    0.29910 15.10600
13 25 9    0.49822 15.53200
13 25 10    0.04036 15.90400
13 25 13    0.11769 17.02200
13 25 14    0.31088 17.26100
13 25 15    0.17803 17.42500
13 25 20    0.43705 18.32500
13 25 21    0.79338 18.42500
13 25 22    0.62890 18.50600
13 26 4    0.00645 12.52100
13 26 5    0.08707 13.31400
13 26 6    0.23076 14.00100
13 26 7    0.25083 14.60700
13 26 8    0.25713 15.10600
13 26 9    0.38492 15.53200
13 26 10    0.00331 15.90400
13 26 13    0.08722 17.02200
13 26 14    0.25289 17.26100
13 26 15    0.17141 17.42500
13 26 19    0.20305 18.17600
13 26 20    0.83082 18.32500
13 26 21    0.89414 18.42500
13 26 22    1.09820 18.50600
13 26 23    0.13784 18.57300
13 27 4    0.01482 12.52100
13 27 5    0.06054 13.31400
13 27 6    0.28840 14.00100
13 27 7    0.18802 14.60700
13 27 8    0.23417 15.10600
13 27 9    0.27836 15.53200
13 27 13    0.04299 17.02200
13 27 14    0.16208 17.26100
13 27 15    0.26768 17.42500
13 27 19    0.17142 18.17600
13 27 20    0.74781 18.32500
13 27 21    0.85864 18.42500
13 27 22    1.06290 18.50600
13 27 23    0.26533 18.57300
13 28 4    0.02207 12.52100
13 28 5    0.06112 13.31400
13 28 6    0.28676 14.00100
13 28 7    0.15254 14.60700
13 28 8    0.20990 15.10600
13 28 9    0.11517 15.53200
13 28 13    0.06183 17.02200
13 28 14    0.12505 17.26100
13 28 15    0.30040 17.42500
13 28 16    0.06539 17.59300
13 28 18    0.07140 17.99000
13 28 19    0.26991 18.17600
13 28 20    0.66444 18.32500
13 28 21    0.91941 18.42500
13 28 22    1.11110 18.50600
13 28 23    0.25197 18.57300
13 29 4    0.01866 12.52100
13 29 5    0.04895 13.31400
13 29 6    0.23236 14.00100
13 29 7    0.13944 14.60700
13 29 8    0.16113 15.10600
13 29 13    0.05544 17.02200
13 29 14    0.24566 17.26100
13 29 15    0.32214 17.42500
13 29 16    0.42238 17.59300
13 29 17    0.28018 17.79400
13 29 18    0.43007 17.99000
13 29 19    0.59519 18.17600
13 29 20    0.85234 18.32500
13 29 21    0.99066 18.42500
13 29 22    1.21170 18.50600
13 29 23    0.21764 18.57300
13 30 4    0.00707 12.52100
13 30 5    0.03032 13.31400
13 30 6    0.18645 14.00100
13 30 7    0.09209 14.60700
13 30 8    0.05630 15.10600
13 30 14    0.15335 17.26100
13 30 15    0.30991 17.42500
13 30 16    0.40268 17.59300
13 30 17    0.49675 17.79400
13 30 18    0.62579 17.99000
13 30 19    0.84615 18.17600
13 30 20    0.97570 18.32500
13 30 21    0.99229 18.42500
13 30 22    1.24690 18.50600
13 30 23    0.20525 18.57300
13 31 4    0.00122 12.52100
13 31 5    0.02671 13.31400
13 31 6    0.11464 14.00100
13 31 15    0.03254 17.42500
13 31 16    0.15692 17.59300
13 31 17    0.34007 17.79400
13 31 18    0.54345 17.99000
13 31 19    0.83726 18.17600
13 31 20    0.87016 18.32500
13 31 21    0.94386 18.42500
13 31 22    0.96921 18.50600
13 31 23    0.00182 18.57300
13 32 5    0.04260 13.31400
13 32 6    0.00994 14.00100
13 32 17    0.08917 17.79400
13 32 18    0.34635 17.99000
13 32 19    0.69294 18.17600
13 32 20    0.56162 18.32500
13 32 21    0.74012 18.42500
13 32 22    0.40974 18.50600
13 33 5    0.02727 13.31400
13 33 17    0.01583 17.79400
13 33 18    0.05385 17.99000
13 33 19    0.16597 18.17600
13 33 20    0.20511 18.32500
13 33 21    0.12580 18.42500
13 34 5    0.00392 13.31400
14 4 5    0.03672 13.31400
14 4 6    0.00690 14.00100
14 4 7    0.00186 14.60700
14 5 4    0.00771 12.52100
14 5 5    0.09029 13.31400
14 5 6    0.23555 14.00100
14 5 7    0.15463 14.60700
14 6 4    0.02594 12.52100
14 6 5    0.10938 13.31400
14 6 6    0.23008 14.00100
14 6 7    0.34781 14.60700
14 7 4    0.01617 12.52100
14 7 5    0.06768 13.31400
14 7 6    0.14782 14.00100
14 7 7    0.28412 14.60700
14 7 8    0.16727 15.10600
14 8 5    0.09055 13.31400
14 8 6    0.12891 14.00100
14 8 7    0.18154 14.60700
14 8 8    0.31466 15.10600
14 8 9    0.17253 15.53200
14 9 4    0.01419 12.52100
14 9 5    0.10427 13.31400
14 9 6    0.11318 14.00100
14 9 7    0.17420 14.60700
14 9 8    0.26560 15.10600
14 9 9    0.38466 15.53200
14 9 10    0.26916 15.90400
14 10 4    0.03122 12.52100
14 10 5    0.04410 13.31400
14 10 7    0.05973 14.60700
14 10 8    0.20488 15.10600
14 10 9    0.30013 15.53200
14 10 10    0.52056 15.90400
14 10 11    0.03711 16.32100
14 11 4    0.02002 12.52100
14 11 5    0.01743 13.31400
14 11 8    0.09591 15.10600
14 11 9    0.19889 15.53200
14 11 10    0.50215 15.90400
14 11 11    0.15464 16.32100
14 12 4    0.01001 12.52100
14 12 5    0.00189 13.31400
14 12 8    0.00492 15.10600
14 12 9    0.18827 15.53200
14 12 10    0.43051 15.90400
14 12 11    0.16305 16.32100
14 13 4    0.01480 12.52100
14 13 5    0.01274 13.31400
14 13 9    0.11633 15.53200
14 13 10    0.36459 15.90400
14 13 11    0.14814 16.32100
14 14 4    0.02053 12.52100
14 14 5    0.08910 13.31400
14 14 9    0.04943 15.53200
14 14 10    0.30013 15.90400
14 14 11    0.19664 16.32100
14 14 12    0.02405 16.75600
14 14 13    0.38973 17.02200
14 14 14    0.33306 17.26100
14 15 4    0.01619 12.52100
14 15 5    0.12379 13.31400
14 15 6    0.02065 14.00100
14 15 10    0.25080 15.90400
14 15 11    0.34510 16.32100
14 15 12    0.20836 16.75600
14 15 13    0.48446 17.02200
14 15 14    0.70646 17.26100
14 15 15    0.15842 17.42500
14 16 4    0.00951 12.52100
14 16 5    0.07786 13.31400
14 16 6    0.03596 14.00100
14 16 10    0.20725 15.90400
14 16 11    0.36349 16.32100
14 16 12    0.35620 16.75600
14 16 13    0.56030 17.02200
14 16 14    0.74956 17.26100
14 16 15    0.25399 17.42500
14 17 4    0.00673 12.52100
14 17 5    0.06684 13.31400
14 17 6    0.02201 14.00100
14 17 10    0.11355 15.90400
14 17 11    0.36086 16.32100
14 17 12    0.41609 16.75600
14 17 13    0.56135 17.02200
14 17 14    0.78503 17.26100
14 17 15    0.23578 17.42500
14 18 4    0.00992 12.52100
14 18 5    0.09915 13.31400
14 18 6    0.03988 14.00100
14 18 10    0.02861 15.90400
14 18 11    0.31737 16.32100
14 18 12    0.51207 16.75600
14 18 13    0.49450 17.02200
14 18 14    0.69893 17.26100
14 18 15    0.13578 17.42500
14 19 4    0.01250 12.52100
14 19 5    0.11408 13.31400
14 19 6    0.12180 14.00100
14 19 11    0.15612 16.32100
14 19 12    0.49218 16.75600
14 19 13    0.30023 17.02200
14 19 14    0.40349 17.26100
14 20 4    0.01372 12.52100
14 20 5    0.10010 13.31400
14 20 6    0.24371 14.00100
14 20 7    0.11696 14.60700
14 20 8    0.12077 15.10600
14 20 9    0.01238 15.53200
14 20 11    0.16544 16.32100
14 20 12    0.31256 16.75600
14 20 13    0.01527 17.02200
14 20 14    0.02132 17.26100
14 21 4    0.01834 12.52100
14 21 5    0.09989 13.31400
14 21 6    0.21395 14.00100
14 21 7    0.26661 14.60700
14 21 8    0.29413 15.10600
14 21 9    0.22118 15.53200
14 21 11    0.16285 16.32100
14 21 12    0.13637 16.75600
14 22 4    0.02828 12.52100
14 22 5    0.12313 13.31400
14 22 6    0.16434 14.00100
14 22 7    0.32238 14.60700
14 22 8    0.33573 15.10600
14 22 9    0.37635 15.53200
14 22 11    0.14498 16.32100
14 22 12    0.11740 16.75600
14 23 4    0.03369 12.52100
14 23 5    0.13374 13.31400
14 23 6    0.18412 14.00100
14 23 7    0.32703 14.60700
14 23 8    0.35364 15.10600
14 23 9    0.44369 15.53200
14 23 11    0.08227 16.32100
14 23 12    0.22984 16.75600
14 23 13    0.21157 17.02200
14 23 14    0.20300 17.26100
14 24 4    0.02402 12.52100
14 24 5    0.13233 13.31400
14 24 6    0.17928 14.00100
14 24 7    0.31947 14.60700
14 24 8    0.35358 15.10600
14 24 9    0.49771 15.53200
14 24 10    0.01707 15.90400
14 24 11    0.01645 16.32100
14 24 12    0.16467 16.75600
14 24 13    0.25682 17.02200
14 24 14    0.47869 17.26100
14 24 15    0.15591 17.42500
14 25 4    0.01839 12.52100
14 25 5    0.11744 13.31400
14 25 6    0.17255 14.00100
14 25 7    0.31871 14.60700
14 25 8    0.35452 15.10600
14 25 9    0.43207 15.53200
14 25 10    0.05450 15.90400
14 25 11    0.00512 16.32100
14 25 12    0.03788 16.75600
14 25 13    0.13578 17.02200
14 25 14    0.29457 17.26100
14 25 15    0.34514 17.42500
14 25 19    0.04850 18.17600
14 25 20    0.40280 18.32500
14 25 21    0.45872 18.42500
14 25 22    0.17471 18.50600
14 26 4    0.02386 12.52100
14 26 5    0.09729 13.31400
14 26 6    0.16817 14.00100
14 26 7    0.31496 14.60700
14 26 8    0.35991 15.10600
14 26 9    0.29003 15.53200
14 26 10    0.04933 15.90400
14 26 12    0.01098 16.75600
14 26 13    0.10783 17.02200
14 26 14    0.21356 17.26100
14 26 15    0.32778 17.42500
14 26 19    0.41973 18.17600
14 26 20    0.85276 18.32500
14 26 21    0.80694 18.42500
14 26 22    0.70782 18.50600
14 27 4    0.03204 12.52100
14 27 5    0.08119 13.31400
14 27 6    0.18846 14.00100
14 27 7    0.26899 14.60700
14 27 8    0.33213 15.10600
14 27 9    0.20093 15.53200
14 27 10    0.01875 15.90400
14 27 12    0.01066 16.75600
14 27 13    0.08593 17.02200
14 27 14    0.19800 17.26100
14 27 15    0.25993 17.42500
14 27 18    0.04362 17.99000
14 27 19    0.53396 18.17600
14 27 20    1.05030 18.32500
14 27 21    0.96617 18.42500
14 27 22    0.90728 18.50600
14 27 23    0.09057 18.57300
14 28 4    0.02712 12.52100
14 28 5    0.09362 13.31400
14 28 6    0.20513 14.00100
14 28 7    0.18368 14.60700
14 28 8    0.27222 15.10600
14 28 9    0.07352 15.53200
14 28 12    0.01521 16.75600
14 28 13    0.12026 17.02200
14 28 14    0.17022 17.26100
14 28 15    0.31503 17.42500
14 28 16    0.00579 17.59300
14 28 18    0.09571 17.99000
14 28 19    0.38910 18.17600
14 28 20    0.86890 18.32500
14 28 21    0.95521 18.42500
14 28 22    0.96666 18.50600
14 28 23    0.10341 18.57300
14 29 4    0.01691 12.52100
14 29 5    0.10809 13.31400
14 29 6    0.21495 14.00100
14 29 7    0.10098 14.60700
14 29 8    0.21680 15.10600
14 29 13    0.14656 17.02200
14 29 14    0.25956 17.26100
14 29 15    0.33796 17.42500
14 29 16    0.38674 17.59300
14 29 17    0.12317 17.79400
14 29 18    0.33881 17.99000
14 29 19    0.54191 18.17600
14 29 20    0.94503 18.32500
14 29 21    0.96506 18.42500
14 29 22    1.02480 18.50600
14 29 23    0.05142 18.57300
14 30 4    0.01458 12.52100
14 30 5    0.09774 13.31400
14 30 6    0.19135 14.00100
14 30 7    0.10276 14.60700
14 30 8    0.10332 15.10600
14 30 13    0.02633 17.02200
14 30 14    0.19656 17.26100
14 30 15    0.32599 17.42500
14 30 16    0.45593 17.59300
14 30 17    0.46984 17.79400
14 30 18    0.65330 17.99000
14 30 19    0.80507 18.17600
14 30 20    0.90472 18.32500
14 30 21    0.77278 18.42500
14 30 22    0.98877 18.50600
14 30 23    0.04632 18.57300
14 31 4    0.00324 12.52100
14 31 5    0.06854 13.31400
14 31 6    0.08758 14.00100
14 31 7    0.01369 14.60700
14 31 15    0.09019 17.42500
14 31 16    0.30827 17.59300
14 31 17    0.42702 17.79400
14 31 18    0.60460 17.99000
14 31 19    0.84532 18.17600
14 31 20    0.58752 18.32500
14 31 21    0.61635 18.42500
14 31 22    0.66553 18.50600
14 32 5    0.02956 13.31400
14 32 17    0.11118 17.79400
14 32 18    0.32387 17.99000
14 32 19    0.66445 18.17600
14 32 20    0.28855 18.32500
14 32 21    0.41298 18.42500
14 32 22    0.12174 18.50600
14 33 5    0.00521 13.31400
14 33 18    0.13546 17.99000
14 33 19    0.26445 18.17600
15 3 5    0.09421 13.31400
15 4 4    0.02376 12.52100
15 4 5    0.11103 13.31400
15 4 6    0.15765 14.00100
15 5 4    0.03254 12.52100
15 5 5    0.12356 13.31400
15 5 6    0.29421 14.00100
15 5 7    0.07526 14.60700
15 6 4    0.01976 12.52100
15 6 5    0.13977 13.31400
15 6 6    0.23389 14.00100
15 6 7    0.21274 14.60700
15 7 4    0.01174 12.52100
15 7 5    0.07382 13.31400
15 7 6    0.14025 14.00100
15 7 7    0.26622 14.60700
15 8 4    0.00298 12.52100
15 8 5    0.06035 13.31400
15 8 6    0.09034 14.00100
15 8 7    0.22117 14.60700
